發生年度,發生月份,發生日期,發生時間,發生地點,發生縣市,發生區鄉,天候名稱,道路類別,事故位置子類別名稱,事故類型及型態子類別名稱,肇因研判子類別名稱,死亡人數,受傷人數,當事者車種,當事者屬-性-別名稱,當事者事故發生時年齡,是否使用3C產品
2023,9,20230928,13,臺南市新化區太平里中正路544之3號,臺南市,新化區,晴,市區道路,一般車道(未劃分快慢車道),側撞,橫越道路不慎,1,1,機車,男,19,未使用
2023,9,20230928,14,新北市樹林區中山路3段前0.0公尺,新北市,樹林區,晴,市區道路,一般車道(未劃分快慢車道),對撞,違反其他標誌(線)禁制,1,0,機車,男,56,未使用
2023,9,20230928,14,新北市樹林區中山路3段前0.0公尺,新北市,樹林區,晴,市區道路,一般車道(未劃分快慢車道),對撞,違反其他標誌(線)禁制,1,0,小客車(含客、貨兩用),男,26,未使用
2023,9,20230928,16,雲林縣莿桐鄉新興路與產業道路口,雲林縣,莿桐鄉,晴,鄉道,交叉口附近,路口交岔撞,無號誌路口，左方車未讓右方車先行,1,0,大貨車,男,54,未使用
2023,9,20230928,16,雲林縣莿桐鄉新興路與產業道路口,雲林縣,莿桐鄉,晴,鄉道,交叉口附近,路口交岔撞,無號誌路口，左方車未讓右方車先行,1,0,機車,女,70,未使用
2023,9,20230928,19,臺中市大甲區龍泉里臨江路85號前0.0公尺,臺中市,大甲區,晴,市區道路,一般車道(未劃分快慢車道),穿越道路中,其他不當駕車行為,1,0,小貨車(含客、貨兩用),男,24,未使用
2023,9,20230928,19,臺中市大甲區龍泉里臨江路85號前0.0公尺,臺中市,大甲區,晴,市區道路,一般車道(未劃分快慢車道),穿越道路中,其他不當駕車行為,1,0,人,男,77,非駕駛人
2023,9,20230929,7,臺中市北屯區仁和里四平路 / 臺中市北屯區仁和里松竹路三段,臺中市,北屯區,晴,市區道路,交叉路口內,路口交岔撞,闖紅燈直行,1,0,機車,女,73,未使用
2023,9,20230929,7,臺中市北屯區仁和里四平路 / 臺中市北屯區仁和里松竹路三段,臺中市,北屯區,晴,市區道路,交叉路口內,路口交岔撞,闖紅燈直行,1,0,小貨車(含客、貨兩用),男,30,未使用
2023,9,20230929,15,桃園市龍潭區福龍路2段530號前0.0公尺,桃園市,龍潭區,晴,市區道路,路肩、路緣,衝出路外,恍神、緊張、心不在焉分心駕駛,1,0,機車,男,22,不明
2023,9,20230929,15,桃園市龍潭區福龍路2段530號前0.0公尺,桃園市,龍潭區,晴,市區道路,路肩、路緣,衝出路外,恍神、緊張、心不在焉分心駕駛,1,0,不明,無或物(動物、堆置物),-1,不明
2023,9,20230930,0,高雄市橋頭區村典昌路 / 高雄市橋頭區通港路,高雄市,橋頭區,晴,市區道路,交叉路口內,側撞,左轉彎未依規定,1,0,小客車(含客、貨兩用),男,29,未使用
2023,9,20230930,0,高雄市橋頭區村典昌路 / 高雄市橋頭區通港路,高雄市,橋頭區,晴,市區道路,交叉路口內,側撞,左轉彎未依規定,1,0,機車,男,27,未使用
2023,9,20230930,0,高雄市橋頭區村典昌路 / 高雄市橋頭區通港路,高雄市,橋頭區,晴,市區道路,交叉路口內,側撞,左轉彎未依規定,1,0,機車,男,18,未使用
2023,9,20230930,1,臺東縣成功鎮台11線 128公里200.0公尺處,臺東縣,成功鎮,晴,省道,路肩、路緣,撞路樹,酒醉(後)駕駛,1,0,機車,男,26,未使用
2023,9,20230930,1,臺東縣成功鎮台11線 128公里200.0公尺處,臺東縣,成功鎮,晴,省道,路肩、路緣,撞路樹,酒醉(後)駕駛,1,0,不明,無或物(動物、堆置物),-1,不明
2023,9,20230930,2,新北市鶯歌區國道3號 53公里北側向中內,新北市,鶯歌區,晴,國道,快車道,追撞,未保持行車安全距離,1,3,小貨車(含客、貨兩用),男,44,未使用
2023,9,20230930,2,新北市鶯歌區國道3號 53公里北側向中內,新北市,鶯歌區,晴,國道,快車道,追撞,未保持行車安全距離,1,3,小貨車(含客、貨兩用),男,62,未使用
2023,9,20230930,2,新北市鶯歌區國道3號 53公里北側向中內,新北市,鶯歌區,晴,國道,快車道,追撞,未保持行車安全距離,1,3,小客車(含客、貨兩用),男,47,未使用
2023,9,20230930,2,新北市鶯歌區國道3號 53公里北側向中內,新北市,鶯歌區,晴,國道,快車道,追撞,未保持行車安全距離,1,3,小客車(含客、貨兩用),男,38,未使用
2023,9,20230930,2,新北市鶯歌區國道3號 53公里北側向中內,新北市,鶯歌區,晴,國道,快車道,追撞,未保持行車安全距離,1,3,小客車(含客、貨兩用),男,48,未使用
2023,9,20230930,2,新北市鶯歌區國道3號 53公里北側向中內,新北市,鶯歌區,晴,國道,快車道,追撞,未保持行車安全距離,1,3,小客車(含客、貨兩用),男,22,未使用
2023,9,20230930,2,新北市鶯歌區國道3號 53公里北側向中內,新北市,鶯歌區,晴,國道,快車道,追撞,未保持行車安全距離,1,3,小客車(含客、貨兩用),男,24,未使用
2023,9,20230930,2,新北市鶯歌區國道3號 53公里北側向中內,新北市,鶯歌區,晴,國道,快車道,追撞,未保持行車安全距離,1,3,人,女,62,非駕駛人
2023,9,20230930,4,彰化縣社頭鄉清水村山脚路1段口 / 彰化縣社頭鄉清水村清水岩路口,彰化縣,社頭鄉,晴,村里道路,交叉路口內,路口交岔撞,違反閃光號誌,1,0,機車,男,66,未使用
2023,9,20230930,4,彰化縣社頭鄉清水村山脚路1段口 / 彰化縣社頭鄉清水村清水岩路口,彰化縣,社頭鄉,晴,村里道路,交叉路口內,路口交岔撞,違反閃光號誌,1,0,小客車(含客、貨兩用),男,24,不明
2023,9,20230930,4,彰化縣社頭鄉清水村山脚路1段口 / 彰化縣社頭鄉清水村清水岩路口,彰化縣,社頭鄉,晴,村里道路,交叉路口內,路口交岔撞,違反閃光號誌,1,0,人,男,24,非駕駛人
2023,9,20230930,6,嘉義縣太保市東勢里嘉58線2.6公里處,嘉義縣,太保市,晴,鄉道,路肩、路緣,衝出路外,其他不當駕車行為,1,0,小客車(含客、貨兩用),男,61,不明
2023,9,20230930,6,嘉義縣太保市東勢里嘉58線2.6公里處,嘉義縣,太保市,晴,鄉道,路肩、路緣,衝出路外,其他不當駕車行為,1,0,不明,無或物(動物、堆置物),-1,不明
2023,9,20230930,10,彰化縣員林市大明里員集路1段226號前0.0公尺,彰化縣,員林市,晴,市區道路,快車道,同向擦撞,變換車道不當,1,0,機車,男,62,未使用
2023,9,20230930,10,彰化縣員林市大明里員集路1段226號前0.0公尺,彰化縣,員林市,晴,市區道路,快車道,同向擦撞,變換車道不當,1,0,小客車(含客、貨兩用),男,62,未使用
2023,9,20230930,16,高雄市大寮區大寮路847號前0.0公尺,高雄市,大寮區,晴,市區道路,一般車道(未劃分快慢車道),穿越道路中,車輛未依規定暫停讓行人先行,1,0,小客車(含客、貨兩用),男,52,未使用
2023,9,20230930,16,高雄市大寮區大寮路847號前0.0公尺,高雄市,大寮區,晴,市區道路,一般車道(未劃分快慢車道),穿越道路中,車輛未依規定暫停讓行人先行,1,0,人,男,78,非駕駛人
2023,9,20230930,18,高雄市甲仙區中和巷39號前0.0公尺,高雄市,甲仙區,晴,市區道路,快車道,其他,恍神、緊張、心不在焉分心駕駛,1,1,小客車(含客、貨兩用),男,53,未使用
2023,9,20230930,18,高雄市甲仙區中和巷39號前0.0公尺,高雄市,甲仙區,晴,市區道路,快車道,其他,恍神、緊張、心不在焉分心駕駛,1,1,人,男,70,非駕駛人
2023,9,20230930,18,苗栗縣通霄鎮南和路二段842號往西方向約100公尺處,苗栗縣,通霄鎮,晴,縣道,一般車道(未劃分快慢車道),穿越道路中,穿越道路未注意左右來車,1,0,人,女,76,非駕駛人
2023,9,20230930,18,苗栗縣通霄鎮南和路二段842號往西方向約100公尺處,苗栗縣,通霄鎮,晴,縣道,一般車道(未劃分快慢車道),穿越道路中,穿越道路未注意左右來車,1,0,小客車(含客、貨兩用),男,33,未使用
2023,9,20230930,18,苗栗縣通霄鎮南和路二段842號往西方向約100公尺處,苗栗縣,通霄鎮,晴,縣道,一般車道(未劃分快慢車道),穿越道路中,穿越道路未注意左右來車,1,0,人,女,34,非駕駛人
2023,9,20230930,18,苗栗縣通霄鎮南和路二段842號往西方向約100公尺處,苗栗縣,通霄鎮,晴,縣道,一般車道(未劃分快慢車道),穿越道路中,穿越道路未注意左右來車,1,0,人,男,28,非駕駛人
2023,10,20231001,3,雲林縣元長鄉瓦磘村南安路142621號路燈桿前,雲林縣,元長鄉,晴,村里道路,一般車道(未劃分快慢車道),撞電桿,酒醉(後)駕駛,1,0,機車,男,29,不明
2023,10,20231001,3,雲林縣元長鄉瓦磘村南安路142621號路燈桿前,雲林縣,元長鄉,晴,村里道路,一般車道(未劃分快慢車道),撞電桿,酒醉(後)駕駛,1,0,不明,無或物(動物、堆置物),-1,不明
2023,10,20231001,13,屏東縣獅子鄉台9線 447公里700.0公尺處南側,屏東縣,獅子鄉,晴,省道,路肩、路緣,衝出路外,車輛或機械操作不當(慎),1,0,小客車(含客、貨兩用),男,47,未使用
2023,10,20231001,13,屏東縣獅子鄉台9線 447公里700.0公尺處南側,屏東縣,獅子鄉,晴,省道,路肩、路緣,衝出路外,車輛或機械操作不當(慎),1,0,不明,無或物(動物、堆置物),-1,不明
2023,10,20231001,18,臺南市善化區溪尾157之1號,臺南市,善化區,晴,省道,交叉口附近,穿越道路中,未依標誌或標線穿越道路,1,1,人,男,72,非駕駛人
2023,10,20231001,18,臺南市善化區溪尾157之1號,臺南市,善化區,晴,省道,交叉口附近,穿越道路中,未依標誌或標線穿越道路,1,1,機車,男,24,未使用
2023,10,20231002,5,桃園市蘆竹區宏林街68號前0.0公尺,桃園市,蘆竹區,晴,村里道路,一般車道(未劃分快慢車道),撞交通島,恍神、緊張、心不在焉分心駕駛,1,0,機車,男,77,未使用
2023,10,20231002,5,桃園市蘆竹區宏林街68號前0.0公尺,桃園市,蘆竹區,晴,村里道路,一般車道(未劃分快慢車道),撞交通島,恍神、緊張、心不在焉分心駕駛,1,0,不明,無或物(動物、堆置物),-1,不明
2023,10,20231002,5,嘉義縣義竹鄉龍蛟村172線與嘉25線路口,嘉義縣,義竹鄉,晴,縣道,交叉路口內,路口交岔撞,違反閃光號誌,1,0,機車,男,19,未使用
2023,10,20231002,5,嘉義縣義竹鄉龍蛟村172線與嘉25線路口,嘉義縣,義竹鄉,晴,縣道,交叉路口內,路口交岔撞,違反閃光號誌,1,0,小客車(含客、貨兩用),男,45,未使用
2023,10,20231002,8,彰化縣大村鄉平和村山腳路與山腳路往砂龍坑道口,彰化縣,大村鄉,晴,村里道路,行人穿越道,穿越道路中,左轉彎未依規定,1,0,小客車(含客、貨兩用),女,57,未使用
2023,10,20231002,8,彰化縣大村鄉平和村山腳路與山腳路往砂龍坑道口,彰化縣,大村鄉,晴,村里道路,行人穿越道,穿越道路中,左轉彎未依規定,1,0,人,女,88,非駕駛人
2023,10,20231002,10,雲林縣臺西鄉海南村中山路299巷、民族路30巷 交岔路口,雲林縣,臺西鄉,晴,村里道路,交叉路口內,路口交岔撞,無號誌路口，左方車未讓右方車先行,1,0,機車,女,65,不明
2023,10,20231002,10,雲林縣臺西鄉海南村中山路299巷、民族路30巷 交岔路口,雲林縣,臺西鄉,晴,村里道路,交叉路口內,路口交岔撞,無號誌路口，左方車未讓右方車先行,1,0,小客車(含客、貨兩用),男,64,不明
2023,10,20231002,11,臺中市霧峰區本堂里乾溪東路前0.0公尺,臺中市,霧峰區,晴,市區道路,一般車道(未劃分快慢車道),對撞,未靠右行駛,1,1,機車,女,67,未使用
2023,10,20231002,11,臺中市霧峰區本堂里乾溪東路前0.0公尺,臺中市,霧峰區,晴,市區道路,一般車道(未劃分快慢車道),對撞,未靠右行駛,1,1,機車,女,50,未使用
2023,10,20231002,11,雲林縣斗南鎮小東里大同路642號前0.0公尺附近,雲林縣,斗南鎮,晴,市區道路,路肩、路緣,撞建築物,超速駕駛,1,0,小客車(含客、貨兩用),男,51,不明
2023,10,20231002,11,雲林縣斗南鎮小東里大同路642號前0.0公尺附近,雲林縣,斗南鎮,晴,市區道路,路肩、路緣,撞建築物,超速駕駛,1,0,不明,無或物(動物、堆置物),-1,不明
2023,10,20231002,12,彰化縣員林市員林市萬年里萬年路一段326號前,彰化縣,員林市,晴,市區道路,交叉路口內,撞交通島,患病或服用藥物(疲勞)駕駛,1,0,機車,男,85,未使用
2023,10,20231002,12,彰化縣員林市員林市萬年里萬年路一段326號前,彰化縣,員林市,晴,市區道路,交叉路口內,撞交通島,患病或服用藥物(疲勞)駕駛,1,0,不明,無或物(動物、堆置物),-1,不明
2023,10,20231002,12,臺南市麻豆區新興里新生北路口 / 臺南市麻豆區新興里新生南路口,臺南市,麻豆區,晴,市區道路,行人穿越道,穿越道路中,車輛未依規定暫停讓行人先行,1,0,小客車(含客、貨兩用),男,61,不明
2023,10,20231002,12,臺南市麻豆區新興里新生北路口 / 臺南市麻豆區新興里新生南路口,臺南市,麻豆區,晴,市區道路,行人穿越道,穿越道路中,車輛未依規定暫停讓行人先行,1,0,人,女,67,非駕駛人
2023,10,20231002,14,屏東縣長治鄉南二高平面道路與德華路口,屏東縣,長治鄉,陰,縣道,交叉路口內,路口交岔撞,闖紅燈直行,2,0,慢車,男,37,未使用
2023,10,20231002,14,屏東縣長治鄉南二高平面道路與德華路口,屏東縣,長治鄉,陰,縣道,交叉路口內,路口交岔撞,闖紅燈直行,2,0,機車,男,18,未使用
2023,10,20231002,15,臺中市北屯區大坑里東山路二段126-1號前0.0公尺,臺中市,北屯區,晴,市區道路,一般車道(未劃分快慢車道),撞電桿,其他不當駕車行為,1,0,機車,男,43,未使用
2023,10,20231002,15,臺中市北屯區大坑里東山路二段126-1號前0.0公尺,臺中市,北屯區,晴,市區道路,一般車道(未劃分快慢車道),撞電桿,其他不當駕車行為,1,0,不明,無或物(動物、堆置物),0,不明
2023,10,20231003,7,嘉義縣竹崎鄉和平村坑仔坪152之3號,嘉義縣,竹崎鄉,晴,省道,交叉路口內,倒車撞,倒車未依規定,1,0,大貨車,男,45,未使用
2023,10,20231003,7,嘉義縣竹崎鄉和平村坑仔坪152之3號,嘉義縣,竹崎鄉,晴,省道,交叉路口內,倒車撞,倒車未依規定,1,0,機車,女,61,未使用
2023,10,20231003,7,嘉義縣竹崎鄉和平村坑仔坪152之3號,嘉義縣,竹崎鄉,晴,省道,交叉路口內,倒車撞,倒車未依規定,1,0,小貨車(含客、貨兩用),男,27,不明
2023,10,20231003,8,臺北市松山區寶清街 / 臺北市松山區寶清街,臺北市,松山區,陰,市區道路,交叉路口內,穿越道路中,車輛未依規定暫停讓行人先行,1,0,小客車(含客、貨兩用),女,41,未使用
2023,10,20231003,8,臺北市松山區寶清街 / 臺北市松山區寶清街,臺北市,松山區,陰,市區道路,交叉路口內,穿越道路中,車輛未依規定暫停讓行人先行,1,0,人,女,82,非駕駛人
2023,10,20231003,8,臺北市松山區寶清街 / 臺北市松山區寶清街,臺北市,松山區,陰,市區道路,交叉路口內,穿越道路中,車輛未依規定暫停讓行人先行,1,0,小客車(含客、貨兩用),男,59,未使用
2023,10,20231003,8,臺南市北區公園路南側 / 臺南市北區公園路東側,臺南市,北區,晴,市區道路,交叉路口內,路口交岔撞,闖紅燈直行,1,1,機車,男,32,不明
2023,10,20231003,8,臺南市北區公園路南側 / 臺南市北區公園路東側,臺南市,北區,晴,市區道路,交叉路口內,路口交岔撞,闖紅燈直行,1,1,機車,男,75,不明
2023,10,20231003,8,新北市永和區環河東路3段 / 新北市永和區福和路,新北市,永和區,陰,市區道路,交叉路口內,路口交岔撞,闖紅燈直行,1,1,機車,男,21,未使用
2023,10,20231003,8,新北市永和區環河東路3段 / 新北市永和區福和路,新北市,永和區,陰,市區道路,交叉路口內,路口交岔撞,闖紅燈直行,1,1,機車,女,38,未使用
2023,10,20231003,10,臺中市大里區大明里大明路310號前0.0公尺,臺中市,大里區,晴,市區道路,快車道,同向擦撞,變換車道不當,1,0,慢車,男,84,未使用
2023,10,20231003,10,臺中市大里區大明里大明路310號前0.0公尺,臺中市,大里區,晴,市區道路,快車道,同向擦撞,變換車道不當,1,0,小客車(含客、貨兩用),男,39,未使用
2023,10,20231003,11,苗栗縣後龍鎮頂椅一街與槺榔一街口,苗栗縣,後龍鎮,晴,村里道路,交叉路口內,路口交岔撞,無號誌路口，左方車未讓右方車先行,1,0,曳引車,男,56,未使用
2023,10,20231003,11,苗栗縣後龍鎮頂椅一街與槺榔一街口,苗栗縣,後龍鎮,晴,村里道路,交叉路口內,路口交岔撞,無號誌路口，左方車未讓右方車先行,1,0,機車,女,64,未使用
2023,10,20231004,8,雲林縣虎尾鎮三合里雲95與雲94路口,雲林縣,虎尾鎮,陰,鄉道,交叉路口內,側撞,有號誌路口，轉彎車未讓直行車先行,1,0,機車,女,78,未使用
2023,10,20231004,8,雲林縣虎尾鎮三合里雲95與雲94路口,雲林縣,虎尾鎮,陰,鄉道,交叉路口內,側撞,有號誌路口，轉彎車未讓直行車先行,1,0,小貨車(含客、貨兩用),男,41,未使用
2023,10,20231004,9,臺南市麻豆區海埔里麻學路二段451號,臺南市,麻豆區,雨,市區道路,慢車道,穿越道路中,穿越道路未注意左右來車,1,0,人,男,44,非駕駛人
2023,10,20231004,9,臺南市麻豆區海埔里麻學路二段451號,臺南市,麻豆區,雨,市區道路,慢車道,穿越道路中,穿越道路未注意左右來車,1,0,小客車(含客、貨兩用),女,55,未使用
2023,10,20231004,9,臺南市麻豆區海埔里麻學路二段451號,臺南市,麻豆區,雨,市區道路,慢車道,穿越道路中,穿越道路未注意左右來車,1,0,人,男,45,非駕駛人
2023,10,20231004,9,臺南市麻豆區海埔里麻學路二段451號,臺南市,麻豆區,雨,市區道路,慢車道,穿越道路中,穿越道路未注意左右來車,1,0,大貨車,男,28,未使用
2023,10,20231004,13,臺中市霧峰區舊正里新豐路106號前0.0公尺,臺中市,霧峰區,晴,市區道路,一般車道(未劃分快慢車道),對撞,未靠右行駛,1,0,小貨車(含客、貨兩用),男,31,未使用
2023,10,20231004,13,臺中市霧峰區舊正里新豐路106號前0.0公尺,臺中市,霧峰區,晴,市區道路,一般車道(未劃分快慢車道),對撞,未靠右行駛,1,0,機車,男,84,未使用
2023,10,20231004,19,臺東縣臺東市梧州街7號前0.0公尺,臺東縣,臺東市,陰,市區道路,一般車道(未劃分快慢車道),其他,其他不當駕車行為,1,0,小客車(含客、貨兩用),女,77,未使用
2023,10,20231004,19,臺東縣臺東市梧州街7號前0.0公尺,臺東縣,臺東市,陰,市區道路,一般車道(未劃分快慢車道),其他,其他不當駕車行為,1,0,人,男,66,非駕駛人
2023,10,20231004,19,臺東縣臺東市梧州街7號前0.0公尺,臺東縣,臺東市,陰,市區道路,一般車道(未劃分快慢車道),其他,其他不當駕車行為,1,0,小客車(含客、貨兩用),男,58,不明
2023,10,20231005,1,桃園市中壢區中華路一段口 / 桃園市中壢區遠東路口,桃園市,中壢區,雨,市區道路,交叉路口內,側撞,闖紅燈直行,1,0,小客車(含客、貨兩用),男,30,不明
2023,10,20231005,1,桃園市中壢區中華路一段口 / 桃園市中壢區遠東路口,桃園市,中壢區,雨,市區道路,交叉路口內,側撞,闖紅燈直行,1,0,機車,女,18,未使用
2023,10,20231005,5,臺南市中西區和緯路5段口 / 臺南市中西區華平路,臺南市,中西區,晴,市區道路,交叉路口內,撞號誌、標誌桿,超速駕駛,1,2,小客車(含客、貨兩用),男,18,未使用
2023,10,20231005,5,臺南市中西區和緯路5段口 / 臺南市中西區華平路,臺南市,中西區,晴,市區道路,交叉路口內,撞號誌、標誌桿,超速駕駛,1,2,不明,無或物(動物、堆置物),-1,不明
2023,10,20231005,5,臺南市中西區和緯路5段口 / 臺南市中西區華平路,臺南市,中西區,晴,市區道路,交叉路口內,撞號誌、標誌桿,超速駕駛,1,2,人,男,20,非駕駛人
2023,10,20231005,5,臺南市中西區和緯路5段口 / 臺南市中西區華平路,臺南市,中西區,晴,市區道路,交叉路口內,撞號誌、標誌桿,超速駕駛,1,2,人,男,20,非駕駛人
2023,10,20231005,18,臺中市沙鹿區興仁里沙田路 / 臺中市沙鹿區興仁里春和巷,臺中市,沙鹿區,陰,市區道路,交叉口附近,其他,車輛未依規定暫停讓行人先行,1,0,小客車(含客、貨兩用),男,19,不明
2023,10,20231005,18,臺中市沙鹿區興仁里沙田路 / 臺中市沙鹿區興仁里春和巷,臺中市,沙鹿區,陰,市區道路,交叉口附近,其他,車輛未依規定暫停讓行人先行,1,0,人,女,83,非駕駛人
2023,10,20231005,18,臺南市麻豆區東角里忠孝路口 / 臺南市麻豆區東角里文昌路口,臺南市,麻豆區,晴,市區道路,交叉路口內,側撞,有號誌路口，轉彎車未讓直行車先行,1,0,機車,男,71,未使用
2023,10,20231005,18,臺南市麻豆區東角里忠孝路口 / 臺南市麻豆區東角里文昌路口,臺南市,麻豆區,晴,市區道路,交叉路口內,側撞,有號誌路口，轉彎車未讓直行車先行,1,0,小客車(含客、貨兩用),男,30,未使用
2023,10,20231006,8,新北市土城區中央路3段130號前0.0公尺,新北市,土城區,晴,市區道路,一般車道(未劃分快慢車道),其他,未保持行車安全間隔,1,0,大客車,男,50,未使用
2023,10,20231006,8,新北市土城區中央路3段130號前0.0公尺,新北市,土城區,晴,市區道路,一般車道(未劃分快慢車道),其他,未保持行車安全間隔,1,0,機車,女,62,未使用
2023,10,20231006,8,新北市土城區中央路3段130號前0.0公尺,新北市,土城區,晴,市區道路,一般車道(未劃分快慢車道),其他,未保持行車安全間隔,1,0,小客車(含客、貨兩用),男,63,未使用
2023,10,20231006,12,基隆市信義區小瑞八公路前0.0公尺,基隆市,信義區,雨,縣道,一般車道(未劃分快慢車道),路上翻車、摔倒,尚未發現肇事因素,1,0,機車,男,22,不明
2023,10,20231006,12,基隆市信義區小瑞八公路前0.0公尺,基隆市,信義區,雨,縣道,一般車道(未劃分快慢車道),路上翻車、摔倒,尚未發現肇事因素,1,0,不明,無或物(動物、堆置物),0,不明
2023,10,20231006,13,桃園市龜山區萬壽路二段1123號前0.0公尺,桃園市,龜山區,晴,市區道路,一般車道(未劃分快慢車道),其他,違反其他標誌(線)禁制,1,1,機車,女,76,未使用
2023,10,20231006,13,桃園市龜山區萬壽路二段1123號前0.0公尺,桃園市,龜山區,晴,市區道路,一般車道(未劃分快慢車道),其他,違反其他標誌(線)禁制,1,1,機車,男,28,未使用
2023,10,20231006,13,桃園市龜山區萬壽路二段1123號前0.0公尺,桃園市,龜山區,晴,市區道路,一般車道(未劃分快慢車道),其他,違反其他標誌(線)禁制,1,1,大貨車,男,42,未使用
2023,10,20231006,13,臺中市西屯區惠來里文心路二段99號前0.0公尺,臺中市,西屯區,雨,市區道路,一般車道(未劃分快慢車道),路上翻車、摔倒,其他不當駕車行為,1,0,機車,男,26,不明
2023,10,20231006,13,臺中市西屯區惠來里文心路二段99號前0.0公尺,臺中市,西屯區,雨,市區道路,一般車道(未劃分快慢車道),路上翻車、摔倒,其他不當駕車行為,1,0,不明,無或物(動物、堆置物),0,不明
2023,10,20231006,14,桃園市平鎮區龍南路口 / 桃園市平鎮區平東路口,桃園市,平鎮區,晴,市區道路,交叉路口內,側撞,車輛或機械操作不當(慎),1,3,小客車(含客、貨兩用),女,58,未使用
2023,10,20231006,14,桃園市平鎮區龍南路口 / 桃園市平鎮區平東路口,桃園市,平鎮區,晴,市區道路,交叉路口內,側撞,車輛或機械操作不當(慎),1,3,小客車(含客、貨兩用),女,70,未使用
2023,10,20231006,14,桃園市平鎮區龍南路口 / 桃園市平鎮區平東路口,桃園市,平鎮區,晴,市區道路,交叉路口內,側撞,車輛或機械操作不當(慎),1,3,小客車(含客、貨兩用),女,40,未使用
2023,10,20231006,14,桃園市平鎮區龍南路口 / 桃園市平鎮區平東路口,桃園市,平鎮區,晴,市區道路,交叉路口內,側撞,車輛或機械操作不當(慎),1,3,小客車(含客、貨兩用),男,56,未使用
2023,10,20231006,14,桃園市平鎮區龍南路口 / 桃園市平鎮區平東路口,桃園市,平鎮區,晴,市區道路,交叉路口內,側撞,車輛或機械操作不當(慎),1,3,機車,男,48,未使用
2023,10,20231006,14,桃園市平鎮區龍南路口 / 桃園市平鎮區平東路口,桃園市,平鎮區,晴,市區道路,交叉路口內,側撞,車輛或機械操作不當(慎),1,3,小客車(含客、貨兩用),男,53,不明
2023,10,20231006,14,桃園市平鎮區龍南路口 / 桃園市平鎮區平東路口,桃園市,平鎮區,晴,市區道路,交叉路口內,側撞,車輛或機械操作不當(慎),1,3,小客車(含客、貨兩用),男,45,不明
2023,10,20231006,14,桃園市平鎮區龍南路口 / 桃園市平鎮區平東路口,桃園市,平鎮區,晴,市區道路,交叉路口內,側撞,車輛或機械操作不當(慎),1,3,小客車(含客、貨兩用),男,75,未使用
2023,10,20231007,0,高雄市六龜區荖濃里台27省道3.1公里號前0.0公尺,高雄市,六龜區,晴,市區道路,一般車道(未劃分快慢車道),撞電桿,酒醉(後)駕駛,2,0,小客車(含客、貨兩用),男,32,不明
2023,10,20231007,0,高雄市六龜區荖濃里台27省道3.1公里號前0.0公尺,高雄市,六龜區,晴,市區道路,一般車道(未劃分快慢車道),撞電桿,酒醉(後)駕駛,2,0,不明,無或物(動物、堆置物),112,不明
2023,10,20231007,0,高雄市六龜區荖濃里台27省道3.1公里號前0.0公尺,高雄市,六龜區,晴,市區道路,一般車道(未劃分快慢車道),撞電桿,酒醉(後)駕駛,2,0,人,男,57,非駕駛人
2023,10,20231007,5,新竹縣竹東鎮北興路二段79-1號,新竹縣,竹東鎮,陰,市區道路,行人穿越道,穿越道路中,車輛未依規定暫停讓行人先行,1,0,小客車(含客、貨兩用),男,44,未使用
2023,10,20231007,5,新竹縣竹東鎮北興路二段79-1號,新竹縣,竹東鎮,陰,市區道路,行人穿越道,穿越道路中,車輛未依規定暫停讓行人先行,1,0,人,男,87,非駕駛人
2023,10,20231007,15,彰化縣社頭鄉清水村清水岩路東側 / 彰化縣社頭鄉清水村忠義路東側,彰化縣,社頭鄉,雨,村里道路,交叉路口內,側撞,其他未依規定讓車,1,0,機車,女,59,不明
2023,10,20231007,15,彰化縣社頭鄉清水村清水岩路東側 / 彰化縣社頭鄉清水村忠義路東側,彰化縣,社頭鄉,雨,村里道路,交叉路口內,側撞,其他未依規定讓車,1,0,小客車(含客、貨兩用),男,68,不明
2023,10,20231007,19,新竹縣新埔鎮義民路3段88號前0.0公尺附近,新竹縣,新埔鎮,雨,市區道路,一般車道(未劃分快慢車道),穿越道路中,未依標誌或標線穿越道路,1,1,人,男,42,非駕駛人
2023,10,20231007,19,新竹縣新埔鎮義民路3段88號前0.0公尺附近,新竹縣,新埔鎮,雨,市區道路,一般車道(未劃分快慢車道),穿越道路中,未依標誌或標線穿越道路,1,1,小客車(含客、貨兩用),男,59,未使用
2023,10,20231007,19,新竹縣新埔鎮義民路3段88號前0.0公尺附近,新竹縣,新埔鎮,雨,市區道路,一般車道(未劃分快慢車道),穿越道路中,未依標誌或標線穿越道路,1,1,機車,男,23,未使用
2023,10,20231008,6,臺北市中山區明水路417號前0.0公尺,臺北市,中山區,雨,市區道路,一般車道(未劃分快慢車道),其他,相關跡證不足且無具體影像紀錄，當事人各執一詞，經分析後無法釐清肇事原因,1,0,機車,男,40,未使用
2023,10,20231008,6,臺北市中山區明水路417號前0.0公尺,臺北市,中山區,雨,市區道路,一般車道(未劃分快慢車道),其他,相關跡證不足且無具體影像紀錄，當事人各執一詞，經分析後無法釐清肇事原因,1,0,不明,無或物(動物、堆置物),0,不明
2023,10,20231009,11,新北市淡水區中正東路2段121號前0.0公尺,新北市,淡水區,晴,市區道路,一般車道(未劃分快慢車道),撞路樹,超速駕駛,1,0,機車,男,20,未使用
